p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
FASN1	0.0090118140785061	0.463467723942391	0.738	0.64	1	10	FASN
B3GALT2	0.00911667967929396	0.37382253804916	0.28	0.174	1	10	B3GALT2
COPS21	0.00928708218590843	0.340320668442706	0.505	0.371	1	10	COPS2
C11orf1	0.00930704116230968	0.385746518488275	0.252	0.156	1	10	C11orf1
WDR751	0.00932926493968311	0.326342484806814	0.439	0.318	1	10	WDR75
WDFY1	0.00952860176023439	0.316689446768057	0.439	0.31	1	10	WDFY1
CDIPT1	0.00960425694767797	0.278276584907962	0.336	0.226	1	10	CDIPT
SEPT9	0.00986868584727632	0.268379840257051	0.374	0.264	1	10	SEPT9
TVP23B	0.00993966264205274	0.258371930692949	0.411	0.287	1	10	TVP23B
CCL4L1	0	4.50301011787175	0.863	0.037	0	11	CCL4L1
CCL4L2	0	4.50301011787175	0.863	0.037	0	11	CCL4L2
CH25H	0	4.45553828218054	0.863	0.032	0	11	CH25H
CCL3L3	0	4.3557795782944	0.824	0.037	0	11	CCL3L3
CCL3L1	0	4.33450340127344	0.753	0.016	0	11	CCL3L1
FPR1	0	4.09266227408486	0.764	0.023	0	11	FPR1
C3AR1	0	4.0924822485047	0.868	0.027	0	11	C3AR1
CCL3	0	4.02611326517035	0.89	0.038	0	11	CCL3
CCL4	0	3.97806765155451	0.857	0.032	0	11	CCL4
SRGN	0	3.97557614209252	0.901	0.034	0	11	SRGN
OLR1	0	3.94482687907185	0.89	0.033	0	11	OLR1
SH3TC1	0	3.8729012161742	0.819	0.023	0	11	SH3TC1
SLCO2B1	0	3.85393058893213	0.896	0.033	0	11	SLCO2B1
RGS1	0	3.83804407900351	0.896	0.041	0	11	RGS1
PDGFB	0	3.8273742125071	0.747	0.019	0	11	PDGFB
VSIG4	0	3.81826420102353	0.753	0.022	0	11	VSIG4
ADORA3	0	3.81430780630899	0.868	0.026	0	11	ADORA3
CD86	0	3.7457417527815	0.758	0.023	0	11	CD86
SLC2A5	0	3.74447371941875	0.885	0.034	0	11	SLC2A5
THEMIS2	0	3.70591297150439	0.802	0.025	0	11	THEMIS2
CSF1R	0	3.70079445087596	0.901	0.044	0	11	CSF1R
FCGR1A	0	3.68327427837221	0.868	0.037	0	11	FCGR1A
PLD4	0	3.64219487537118	0.874	0.03	0	11	PLD4
FCGR3A	0	3.62788377501077	0.753	0.025	0	11	FCGR3A
LCP2	0	3.5936117908569	0.819	0.024	0	11	LCP2
RHBDF2	0	3.57259577802339	0.896	0.031	0	11	RHBDF2
DHRS3	0	3.55975737378465	0.786	0.025	0	11	DHRS3
LAPTM5	0	3.52806029622927	0.896	0.035	0	11	LAPTM5
HLA-DRB1	0	3.5265279809348	0.83	0.028	0	11	HLA-DRB1
C3	0	3.52347060682031	0.896	0.042	0	11	C3
PLVAP	0	3.4859333312713	0.753	0.022	0	11	PLVAP
SAMSN1	0	3.47982514179772	0.747	0.025	0	11	SAMSN1
P2RY12	0	3.47841316215123	0.885	0.038	0	11	P2RY12
CYBB	0	3.46100103622406	0.824	0.026	0	11	CYBB
LILRB4	0	3.44426251735552	0.879	0.027	0	11	LILRB4
HLA-DRA	0	3.44372748984789	0.852	0.041	0	11	HLA-DRA
C10orf54	0	3.44358371776921	0.868	0.039	0	11	C10orf54
C1QC	0	3.44353470370625	0.896	0.029	0	11	C1QC
ALOX5AP	0	3.44200223174126	0.753	0.026	0	11	ALOX5AP
CD53	0	3.43508081410103	0.868	0.029	0	11	CD53
CD37	0	3.43295935163081	0.797	0.023	0	11	CD37
HLA-DRB5	0	3.42162257200402	0.802	0.025	0	11	HLA-DRB5
CSF3R	0	3.41886943975567	0.813	0.026	0	11	CSF3R
C1QB	0	3.40456902186166	0.896	0.034	0	11	C1QB
NCKAP1L	0	3.39947231819381	0.791	0.026	0	11	NCKAP1L
LY86	0	3.39510621967312	0.753	0.022	0	11	LY86
ITGB2	0	3.39053498500755	0.857	0.028	0	11	ITGB2
C1QA	0	3.38274725081669	0.885	0.028	0	11	C1QA
PLXDC2	0	3.38260391867884	0.89	0.039	0	11	PLXDC2
SELPLG	0	3.37192667165155	0.863	0.036	0	11	SELPLG
TREM2	0	3.36070322216533	0.863	0.027	0	11	TREM2
APBB1IP	0	3.33846058930554	0.83	0.023	0	11	APBB1IP
CYBA	0	3.33797848517446	0.819	0.027	0	11	CYBA
DOCK8	0	3.33620658430177	0.857	0.029	0	11	DOCK8
S100A11	0	3.32373015345804	0.764	0.025	0	11	S100A11
FCER1G	0	3.32255615591678	0.819	0.026	0	11	FCER1G
IRF8	0	3.31502045987271	0.824	0.026	0	11	IRF8
FOLR2	0	3.31050711036282	0.808	0.025	0	11	FOLR2
CX3CR1	0	3.3089756166045	0.874	0.036	0	11	CX3CR1
RGS10	0	3.29467446624411	0.83	0.027	0	11	RGS10
HCLS1	0	3.26322809749476	0.791	0.026	0	11	HCLS1
HLA-DPA1	0	3.26312743580666	0.819	0.036	0	11	HLA-DPA1
LGALS9	0	3.23969296653441	0.775	0.028	0	11	LGALS9
ARHGDIB	0	3.23483913483061	0.802	0.03	0	11	ARHGDIB
ADAM28	0	3.21982834892245	0.863	0.03	0	11	ADAM28
LPAR5	0	3.21469964534495	0.764	0.025	0	11	LPAR5
STAB1	0	3.20807235862913	0.78	0.029	0	11	STAB1
AIF1	0	3.16659849021162	0.813	0.025	0	11	AIF1
INPP5D	0	3.05364204923703	0.835	0.029	0	11	INPP5D
PARVG	0	3.04002468551071	0.742	0.02	0	11	PARVG
TYROBP	0	3.01114570093649	0.879	0.028	0	11	TYROBP
MSR1	0	2.99460686776972	0.758	0.025	0	11	MSR1
HLA-DRB6	0	2.7398508170609	0.791	0.024	0	11	HLA-DRB6
CEBPB	0	2.57488314759217	0.835	0.022	0	11	CEBPB
CD14	7.87111619812874e-308	4.04497784834988	0.736	0.025	1.86435258268877e-303	11	CD14
FYB	1.69180550798581e-307	3.24967777933462	0.852	0.043	4.00721052621519e-303	11	FYB
OLFML3	1.79187911711972e-306	3.58738025180132	0.731	0.024	4.24424487680977e-302	11	OLFML3
CD74	7.25000005502764e-306	3.27629428992989	0.907	0.054	1.71723501303385e-301	11	CD74
TBXAS1	3.37733862078393e-305	3.47304933699006	0.802	0.035	7.99956425718882e-301	11	TBXAS1
HLA-DMB	3.44732204321483e-305	3.5171862767875	0.742	0.026	8.16532699155864e-301	11	HLA-DMB
ALOX5	3.81431131511692e-299	3.22171946191308	0.72	0.024	9.03457778098592e-295	11	ALOX5
PIK3R5	2.34874234068039e-298	3.15633928593444	0.676	0.019	5.56323110813558e-294	11	PIK3R5
DOCK2	4.54331829945451e-298	2.73303025066777	0.676	0.019	1.0761303724088e-293	11	DOCK2
CD4	3.30008109971665e-295	3.38780916182783	0.863	0.05	7.81657209278885e-291	11	CD4
HCK	1.15253803024227e-293	3.47501067128669	0.67	0.02	2.72990157843185e-289	11	HCK
PLCB2	5.98518605139885e-293	3.37143382884674	0.813	0.041	1.41765116813433e-288	11	PLCB2
FCGR1C	6.27894188665191e-293	4.40274541119498	0.676	0.021	1.48723017527237e-288	11	FCGR1C
SPP1	4.50849251651675e-291	3.44435299646256	0.896	0.059	1.06788153746216e-286	11	SPP1
MSN	2.52143999513838e-290	3.29847982697444	0.742	0.03	5.97228277248477e-286	11	MSN
APOC1	5.94651037275993e-289	3.06540753873039	0.714	0.025	1.40849044689192e-284	11	APOC1
PTPN6	8.53599377940653e-288	3.70476793986005	0.725	0.029	2.02183548659023e-283	11	PTPN6
PDK4	2.0315930240974e-286	4.71091620618308	0.874	0.058	4.81203123687711e-282	11	PDK4
NFKBID	1.78118503670102e-285	4.6921041824183	0.775	0.038	4.21891487793004e-281	11	NFKBID
WDFY4	8.71156841478735e-284	2.72908175855112	0.637	0.018	2.06342209472653e-279	11	WDFY4
DHRS9	1.0176244431546e-283	3.55504956102008	0.681	0.023	2.41034525605598e-279	11	DHRS9
TRIM22	5.59765406020673e-283	3.12375655821891	0.857	0.051	1.32586034070057e-278	11	TRIM22
NEAT1	1.46958022056155e-282	3.97593018022692	0.907	0.066	3.48084771042209e-278	11	NEAT1
CD83	1.75185362098335e-281	4.20377784569609	0.89	0.064	4.14944048666117e-277	11	CD83
FCGR1B	1.42672195034363e-280	3.91109221416138	0.786	0.04	3.37933361158391e-276	11	FCGR1B
APOC2	1.96605541662292e-279	3.16199643309671	0.692	0.025	4.65679885981304e-275	11	APOC2
IL1B	8.24725245227089e-275	3.98655209184988	0.714	0.031	1.95344421584488e-270	11	IL1B
ACY3	1.67637007424755e-273	3.69833383598536	0.632	0.019	3.97065015786276e-269	11	ACY3
TAL1	2.24888800611009e-273	3.00966915611908	0.626	0.019	5.32671613127236e-269	11	TAL1
IER3	3.53862049862723e-273	4.55576957957242	0.808	0.048	8.38157651304845e-269	11	IER3
PTGS1	2.78590373715006e-272	2.93366230510103	0.654	0.022	6.59869159181364e-268	11	PTGS1
TNF	3.86657535079507e-271	4.48843339966118	0.61	0.017	9.15837037589321e-267	11	TNF
FGD2	1.18462840398748e-269	3.61180759822589	0.901	0.072	2.80591083768475e-265	11	FGD2
LAT2	4.99709146519876e-269	3.26576834966259	0.709	0.03	1.18361108444698e-264	11	LAT2
LCP1	5.43310433507787e-269	3.37245455549729	0.676	0.025	1.28688509280654e-264	11	LCP1
CEBPD	1.64609921135393e-266	3.40827016639414	0.736	0.035	3.89895059201292e-262	11	CEBPD
GYPC	3.23127880552587e-263	3.10841073315161	0.637	0.021	7.65360697876858e-259	11	GYPC
IL10RA	1.07782742473855e-261	3.35951346725209	0.654	0.024	2.55294203823573e-257	11	IL10RA
IKZF1	1.35998476963182e-261	2.19631716464939	0.56	0.013	3.22125992534993e-257	11	IKZF1
USP53	1.54571449726813e-260	2.72770993198741	0.725	0.035	3.6611793582293e-256	11	USP53
SLC11A1	1.49001036855405e-258	3.18406017963222	0.775	0.046	3.52923855895712e-254	11	SLC11A1
GPR34	2.4315304153143e-257	3.38866119187362	0.885	0.071	5.75932294171345e-253	11	GPR34
TRIB1	9.67762181883942e-257	3.7109521065989	0.813	0.055	2.29224150401031e-252	11	TRIB1
OSM	3.95546999578934e-256	4.610858492971	0.544	0.012	9.36892623202663e-252	11	OSM
SLA	7.16802529507995e-256	3.43173568617045	0.659	0.026	1.69781847139264e-251	11	SLA
UCP2	2.60809781499837e-250	3.20288635806794	0.654	0.026	6.17754048460513e-246	11	UCP2
HLA-DPB1	7.8163081441758e-250	3.0766091241623	0.659	0.027	1.85137074702948e-245	11	HLA-DPB1
ATP8B4	1.74831329764274e-249	2.81894543496078	0.599	0.02	4.14105487679658e-245	11	ATP8B4
ADAP2	1.92473779181318e-249	2.97834110557109	0.698	0.034	4.55893393368869e-245	11	ADAP2
RILPL2	1.24796171513796e-248	3.67136427011409	0.698	0.035	2.95592211847578e-244	11	RILPL2
CLIC1	3.31121920813935e-248	3.37084300796943	0.621	0.023	7.84295381639886e-244	11	CLIC1
ITGAM	2.34704306475863e-247	3.04400304975172	0.626	0.024	5.5592062031873e-243	11	ITGAM
CXCR4	6.75590682456075e-246	3.69388540432274	0.714	0.039	1.60020409046546e-241	11	CXCR4
ADRB2	1.9262325264886e-245	3.66858039965106	0.582	0.019	4.5624743622409e-241	11	ADRB2
ARPC1B	2.10323011258732e-243	3.29763972724381	0.852	0.068	4.98171084467434e-239	11	ARPC1B
SLC1A5	9.23137630107711e-243	3.53268933179561	0.637	0.027	2.18654379067312e-238	11	SLC1A5
P2RY13	1.16123603590298e-242	2.91144888916063	0.731	0.042	2.75050367463981e-238	11	P2RY13
FCGR2A	2.28005106658155e-239	3.63759927529602	0.802	0.061	5.40052895630505e-235	11	FCGR2A
CD300A	1.86467894674579e-237	3.51052919838125	0.538	0.015	4.41667855326207e-233	11	CD300A
RPS6KA1	2.83471715611415e-236	3.18662920971768	0.555	0.017	6.71431105597199e-232	11	RPS6KA1
CYTH4	4.88662348906999e-236	3.4900356038682	0.538	0.015	1.15744563962112e-231	11	CYTH4
GPR183	6.02003566554125e-236	4.18806187031671	0.736	0.048	1.4259056477401e-231	11	GPR183
BCL2A1	3.89825989790326e-235	3.53969900980184	0.516	0.013	9.23341839417365e-231	11	BCL2A1
TLR4	5.07669123686585e-235	2.69271201924807	0.588	0.021	1.20246508636405e-230	11	TLR4
PLEK	1.22429752197076e-233	3.9930328164643	0.615	0.026	2.89987111053995e-229	11	PLEK
B4GALT1	1.30417091733593e-233	3.89388025985142	0.896	0.091	3.08905923480188e-229	11	B4GALT1
GRASP	2.61506149115304e-233	2.05536403818827	0.56	0.018	6.1940346479451e-229	11	GRASP
RUNX1	3.05541207810043e-233	2.61730144632031	0.621	0.027	7.23704904818868e-229	11	RUNX1
LRRK1	3.21268327954537e-233	2.25822145492357	0.621	0.027	7.60956161593116e-229	11	LRRK1
BIN2	7.52296646039911e-232	2.90837284931135	0.56	0.018	1.78188983581013e-227	11	BIN2
PRKCH	2.18662389188614e-230	2.59857522072658	0.527	0.015	5.1792373503215e-226	11	PRKCH
ABI3	1.16728803648565e-229	2.78054371072801	0.538	0.016	2.76483844321992e-225	11	ABI3
TLR2	5.5885589384006e-229	3.33907625950451	0.588	0.023	1.32370607014957e-224	11	TLR2
HLA-DMA	1.73597988741042e-228	3.31555973234385	0.698	0.041	4.11184196132031e-224	11	HLA-DMA
LTC4S	3.38302071171797e-226	3.09224080175086	0.604	0.026	8.01302285777519e-222	11	LTC4S
ARHGAP4	1.47883940963398e-225	3.31353187475246	0.769	0.057	3.50277902565906e-221	11	ARHGAP4
IGSF6	3.39074162106119e-225	2.66489926283556	0.648	0.032	8.03131060364554e-221	11	IGSF6
IL1A	3.21995505030721e-224	4.13337314224774	0.495	0.013	7.62678553215766e-220	11	IL1A
ZFP36	1.32918072686746e-218	3.70709196361234	0.918	0.109	3.14829746965827e-214	11	ZFP36
CD99	1.12623620540324e-216	2.55258457149272	0.758	0.055	2.66760307611811e-212	11	CD99
DEF6	4.01982105670459e-214	3.2158476786614	0.56	0.023	9.5213481549105e-210	11	DEF6
NR4A2	3.82113151563557e-212	4.12685702760484	0.808	0.078	9.05073210793442e-208	11	NR4A2
CCR1	6.57092195804729e-211	2.96184542804433	0.511	0.017	1.55638857498308e-206	11	CCR1
CARD11	9.90508734985388e-210	2.63465357668167	0.467	0.012	2.34611898968639e-205	11	CARD11
SYNGR2	2.06660804522951e-209	2.64012580252094	0.736	0.054	4.89496781593061e-205	11	SYNGR2
BHLHE41	2.25891463590755e-209	3.08975235587417	0.852	0.086	5.35046520661063e-205	11	BHLHE41
RBM47	1.19226377717612e-207	2.37177831462661	0.533	0.02	2.82399598261936e-203	11	RBM47
MNDA	1.59970802745779e-207	3.29445708664792	0.527	0.02	3.78906843383653e-203	11	MNDA
MKNK1	8.41934561337678e-207	3.29091494247991	0.841	0.086	1.99420620198442e-202	11	MKNK1
NR4A1	7.22588612730395e-206	4.46505526983721	0.857	0.1	1.71152338811321e-201	11	NR4A1
MYL12A	7.32263976278472e-204	3.44412508948182	0.659	0.043	1.73444045421319e-199	11	MYL12A
MLXIPL	8.41658850247443e-201	2.08591818580723	0.473	0.014	1.99355315269609e-196	11	MLXIPL
NR4A3	7.58613140233618e-200	4.16453327003052	0.78	0.078	1.79685108395735e-195	11	NR4A3
LRMP	5.05041648173429e-199	3.45509054030753	0.423	0.009	1.19624164786358e-194	11	LRMP
TRPM2	2.29131631693083e-198	2.52261059385234	0.484	0.016	5.42721182828237e-194	11	TRPM2
LHFPL2	6.54179429000218e-197	3.13786139521499	0.731	0.06	1.54948939552992e-192	11	LHFPL2
EVI2B	1.37064454266516e-196	3.1770042814565	0.632	0.039	3.2465086637567e-192	11	EVI2B
BLNK	2.40132429747162e-195	3.30638938900044	0.5	0.019	5.68777673099128e-191	11	BLNK
IL8	1.87825733171783e-194	3.5886870265758	0.549	0.027	4.44884031590685e-190	11	IL8
TMEM173	2.40092499906041e-194	3.00962368916486	0.489	0.018	5.6868309527745e-190	11	TMEM173
PTPRC	9.82836662326583e-191	3.43403792703592	0.879	0.122	2.32794691838674e-186	11	PTPRC
CAPG	9.64499778981986e-190	3.09293059124319	0.495	0.019	2.28451417649673e-185	11	CAPG
RCSD1	1.22667374171612e-189	3.19913222849014	0.451	0.014	2.9054994246288e-185	11	RCSD1
GSN	1.29816545171918e-189	2.5931004845562	0.868	0.106	3.07483468894204e-185	11	GSN
B3GNT5	3.23446518700297e-189	3.81128610796463	0.687	0.056	7.66115424193525e-185	11	B3GNT5
IFI30	4.05493673912544e-189	3.21135382129839	0.604	0.037	9.60452316029251e-185	11	IFI30
MAP3K8	1.0768426427504e-188	2.93005311335132	0.604	0.037	2.55060948361861e-184	11	MAP3K8
CPED1	1.84752439646574e-187	3.09013098504182	0.473	0.017	4.37604628546876e-183	11	CPED1
HLA-DQB1	1.6477761024193e-186	3.12479560986386	0.495	0.02	3.90292247619037e-182	11	HLA-DQB1
NLRP1	4.46143391833076e-186	2.56423750421127	0.462	0.016	1.05673523789582e-181	11	NLRP1
SPI1	1.9507584871697e-185	2.56831943390048	0.484	0.019	4.62056655271016e-181	11	SPI1
A2M	9.51557437636894e-185	3.64617760290166	0.896	0.138	2.25385894678675e-180	11	A2M
TLR1	9.23627631343278e-183	3.02966861605911	0.423	0.012	2.18770440759969e-178	11	TLR1
MPEG1	1.45729073472859e-182	3.19340439229663	0.61	0.043	3.45173883427815e-178	11	MPEG1
LRRC33	3.16738525227627e-181	2.34547948018489	0.374	0.007	7.50226870854156e-177	11	LRRC33
ARHGAP25	8.45470536482057e-181	2.77098064356941	0.445	0.015	2.0025815127114e-176	11	ARHGAP25
UBA7	1.02836792277154e-180	2.73364928222894	0.659	0.051	2.43579226187668e-176	11	UBA7
TCIRG1	2.95774645602191e-180	3.48015850801987	0.516	0.026	7.00571825573349e-176	11	TCIRG1
MYO1F	8.67331727536534e-179	3.15405890079745	0.615	0.045	2.05436192984303e-174	11	MYO1F
C12orf75	1.06656382165904e-177	3.28314949604695	0.484	0.021	2.52626306798159e-173	11	C12orf75
PALD1	3.97191018264301e-176	3.07308696688332	0.813	0.096	9.40786645860823e-172	11	PALD1
SASH3	5.43281620950514e-176	2.97510463943481	0.418	0.013	1.28681684738339e-171	11	SASH3
DENND3	6.74381720030829e-176	2.78004193202869	0.736	0.074	1.59734054206502e-171	11	DENND3
PRKCD	6.99640176992666e-176	3.21231968173265	0.445	0.016	1.65716772322483e-171	11	PRKCD
TGFBR2	9.38867592158155e-175	2.64146895296015	0.484	0.022	2.22380177878581e-170	11	TGFBR2
TMC8	2.02673157230948e-174	2.17906115163832	0.374	0.008	4.80051640217223e-170	11	TMC8
EBI3	2.17524419402802e-174	3.04313889420199	0.418	0.013	5.15228339797477e-170	11	EBI3
PADI2	7.82599378255777e-174	2.52609781889855	0.692	0.06	1.85366488733663e-169	11	PADI2
CMTM7	8.56233515606949e-173	3.44222685369155	0.429	0.015	2.02807470506662e-168	11	CMTM7
TNFAIP3	5.68785246323608e-172	4.00053275744412	0.659	0.058	1.3472247344421e-167	11	TNFAIP3
RNASE6	1.21232563323459e-171	2.99537812195017	0.451	0.018	2.87151449487945e-167	11	RNASE6
STAT6	1.50085244064707e-171	2.67671267340369	0.555	0.035	3.55491909091665e-167	11	STAT6
C5AR1	5.13126907400443e-171	3.7315287125076	0.808	0.111	1.21539239286869e-166	11	C5AR1
MS4A6A	7.06781965315408e-170	2.81559161034333	0.434	0.016	1.67408376304607e-165	11	MS4A6A
C17orf107	9.60941208155311e-170	2.67988876631653	0.39	0.011	2.27608534563667e-165	11	C17orf107
ST6GAL1	8.55821207302855e-167	3.52390817398183	0.912	0.17	2.02709811161754e-162	11	ST6GAL1
NCF4	9.74126068807334e-167	3.22593861346821	0.401	0.013	2.30731500657705e-162	11	NCF4
HPGDS	3.47593450615785e-166	3.2031796614081	0.379	0.01	8.23309847128548e-162	11	HPGDS
PLCG2	4.46386490264012e-166	2.41217624426675	0.434	0.017	1.05731104083934e-161	11	PLCG2
LOC339505	7.5590521793579e-166	2.02595831870543	0.5	0.027	1.79043709920271e-161	11	LOC339505
LTBR	5.38465453391892e-165	3.06302472684151	0.423	0.016	1.27540927290404e-160	11	LTBR
ARHGAP9	6.39853745633961e-165	2.86729062261121	0.412	0.014	1.5155575819086e-160	11	ARHGAP9
LYVE1	6.64946158558502e-165	3.83411579124854	0.374	0.01	1.57499147116167e-160	11	LYVE1
SLC16A3	5.17467909038294e-164	3.16808899299285	0.473	0.023	1.2256744893481e-159	11	SLC16A3
RAB20	6.25122497491084e-163	3.05910063414558	0.555	0.037	1.48066514755738e-158	11	RAB20
SUSD3	1.00560218293876e-162	3.20998382080507	0.396	0.013	2.38186933050875e-158	11	SUSD3
RASAL3	3.28814619747354e-162	1.97733869640384	0.379	0.011	7.78830308333582e-158	11	RASAL3
RASSF5	3.71754105829851e-162	3.33547445772372	0.462	0.022	8.80536775068586e-158	11	RASSF5
PLK3	2.32331607483182e-160	3.54881986236212	0.687	0.072	5.50300645484665e-156	11	PLK3
MEF2C	2.56057147052473e-160	2.72144852795424	0.841	0.126	6.06496958508488e-156	11	MEF2C
MRC1	3.83900729331443e-160	3.00852059548287	0.368	0.01	9.09307267494455e-156	11	MRC1
SERPINA1	4.76559147704582e-160	2.96267574465003	0.456	0.022	1.12877799725307e-155	11	SERPINA1
SIGLEC14	6.45764759025221e-160	3.27908833651666	0.742	0.094	1.52955840822714e-155	11	SIGLEC14
ARHGAP15	7.71509614560172e-160	2.9086968518635	0.39	0.013	1.82739767304722e-155	11	ARHGAP15
EGR3	1.39833665106186e-159	3.47633724283734	0.808	0.116	3.31210019170513e-155	11	EGR3
PLD1	5.18757914925318e-159	2.17851164952469	0.478	0.025	1.22872999729211e-154	11	PLD1
NFATC1	6.26019700487611e-159	2.49699517856219	0.401	0.014	1.48279026257496e-154	11	NFATC1
AOAH	2.90165714472346e-158	3.28511370885699	0.687	0.073	6.87286511299199e-154	11	AOAH
ANXA11	5.01584250168522e-158	2.88088066813461	0.462	0.023	1.18805245494916e-153	11	ANXA11
GPSM3	7.97141405242645e-158	2.54935101852273	0.505	0.03	1.88810913245773e-153	11	GPSM3
LYN	1.20714081966297e-157	2.31171625463469	0.555	0.039	2.85923374545371e-153	11	LYN
CD58	1.21435025003094e-157	2.79188053979086	0.379	0.012	2.8763100022233e-153	11	CD58
FLI1	1.57097371654979e-157	2.46077077892493	0.412	0.016	3.72100834501984e-153	11	FLI1
CD69	5.49799558928935e-157	4.29791563857862	0.341	0.008	1.30225523527908e-152	11	CD69
ETS2	1.73851533894441e-156	3.40137961224829	0.841	0.134	4.11784743182374e-152	11	ETS2
MS4A4A	2.41834580424359e-156	3.16266637431931	0.401	0.015	5.72809387193136e-152	11	MS4A4A
GGTA1P	5.2598980389547e-156	2.78666027697813	0.44	0.02	1.24585944950681e-151	11	GGTA1P
OTUD1	1.00286477612454e-155	3.12931508973447	0.714	0.081	2.37538550872859e-151	11	OTUD1
LILRA1	1.31787753822262e-155	2.50703004762585	0.374	0.012	3.1215247370341e-151	11	LILRA1
SCIN	1.3195464228482e-155	3.2048649525088	0.698	0.081	3.12547765715825e-151	11	SCIN
ITPRIP	7.73325262111661e-155	2.52432900112043	0.588	0.047	1.83169821583768e-150	11	ITPRIP
PYCARD	4.55625912556343e-154	3.00376783611908	0.456	0.023	1.07919553648095e-149	11	PYCARD
CCL2	4.58735333499318e-154	4.34459838700908	0.357	0.01	1.08656051092649e-149	11	CCL2
MERTK	5.77257912632197e-154	2.98860204081337	0.857	0.14	1.36729309186062e-149	11	MERTK
LST1	2.27181546502984e-153	2.94090249378106	0.533	0.037	5.38102211046968e-149	11	LST1
MGST2	2.17478915344776e-152	3.09979823044843	0.401	0.016	5.15120558885637e-148	11	MGST2
ELK3	2.23998449465021e-152	2.53909358027582	0.396	0.015	5.3056272740285e-148	11	ELK3
UNC93B1	1.25151910542354e-150	2.77299208202662	0.44	0.022	2.96434815310621e-146	11	UNC93B1
HPS1	9.30898102669101e-150	2.80830607372429	0.418	0.019	2.20492524598203e-145	11	HPS1
HLA-DQA1	3.03386238546684e-148	2.78142250718883	0.385	0.014	7.18600644621677e-144	11	HLA-DQA1
C2	7.96728549133609e-147	3.54349365423999	0.484	0.031	1.88713124147787e-142	11	C2
TREM1	1.09199825721731e-146	3.49081596781109	0.357	0.012	2.58650707204493e-142	11	TREM1
ITGAX4	1.46796828074431e-145	3.32827675174466	0.923	0.22	3.47702966977096e-141	11	ITGAX
TMC6	1.11258263658218e-144	2.74115786596559	0.495	0.033	2.63526323300854e-140	11	TMC6
KLF2	6.41103905498867e-144	2.3937880381391	0.401	0.018	1.51851871056462e-139	11	KLF2
CTSH	1.36876913131493e-143	2.82732618806351	0.555	0.046	3.24206656443254e-139	11	CTSH
CSF2RA1	7.7872166279484e-143	2.90283302344005	0.89	0.198	1.84448013049586e-138	11	CSF2RA
PREX1	2.02956864669345e-142	1.69274835685704	0.824	0.12	4.8072362965581e-138	11	PREX1
LILRA4	2.58426773505461e-142	3.14951494414213	0.368	0.014	6.12109655725035e-138	11	LILRA4
HMOX1	2.75020005719259e-142	2.71142830098761	0.538	0.043	6.51412385546637e-138	11	HMOX1
PLIN2	4.68210679488034e-142	4.00236141209803	0.632	0.069	1.10900381543536e-137	11	PLIN2
CD300LB	6.15714277975843e-142	2.77370986391806	0.341	0.011	1.45838083881358e-137	11	CD300LB
ENG	9.49868134280602e-142	2.91797029789383	0.582	0.056	2.24985766285703e-137	11	ENG
PRDM1	2.78916708702402e-141	2.59534358250426	0.593	0.056	6.6064211623251e-137	11	PRDM1
CD300C	4.60768718166051e-141	2.71664180918206	0.319	0.008	1.09137678584811e-136	11	CD300C
ARID5A	3.03356865763979e-140	3.36468076467124	0.654	0.075	7.18531072248562e-136	11	ARID5A
MS4A73	3.75910818506138e-138	3.56823886045881	0.912	0.229	8.90382364713638e-134	11	MS4A7
RASGEF1B	4.75234166356987e-138	3.2732762196692	0.643	0.072	1.12563964643316e-133	11	RASGEF1B
RREB1	8.15233842304902e-138	1.33773017141721	0.522	0.041	1.93096287888339e-133	11	RREB1
SLC7A8	2.51917670896803e-137	2.90668324756718	0.451	0.028	5.96692195286167e-133	11	SLC7A8
TNFRSF1A	2.7662661532194e-137	2.66918695405799	0.489	0.034	6.55217801051547e-133	11	TNFRSF1A
LILRB2	5.20007356784589e-137	1.53603269411231	0.429	0.024	1.23168942527998e-132	11	LILRB2
LPAR6	5.45384536690344e-137	2.84134698315326	0.725	0.106	1.29179781360475e-132	11	LPAR6
EGR21	6.28776444618135e-137	3.69832157715711	0.791	0.14	1.48931988672251e-132	11	EGR2
FERMT3	1.32282436944553e-135	2.94524555021959	0.527	0.045	3.13324180146868e-131	11	FERMT3
PTGS2	1.57609220422384e-135	3.3193477460584	0.39	0.019	3.73313199492458e-131	11	PTGS2
LY96	1.95520930460436e-135	3.18107866649836	0.324	0.01	4.63110875888588e-131	11	LY96
RNASET22	4.29677981731624e-135	3.40688386111164	0.912	0.24	1.01773526752953e-130	11	RNASET2
OSTF1	4.5517606913336e-135	2.56487396177069	0.538	0.045	1.07813003734928e-130	11	OSTF1
GIMAP4	8.45941490956278e-135	2.6105657153753	0.363	0.015	2.00369701547904e-130	11	GIMAP4
MIS18BP1	7.22636642778559e-134	2.72132543751596	0.731	0.103	1.7116371520853e-129	11	MIS18BP1
ITGB2-AS1	1.5776561530297e-133	1.91722183295435	0.33	0.011	3.73683636406615e-129	11	ITGB2-AS1
PLAUR	9.85692524941008e-133	3.78929288001193	0.495	0.039	2.33471131457527e-128	11	PLAUR
MAF	7.10560831810657e-132	2.26241460983891	0.725	0.106	1.68303438622672e-127	11	MAF
